timestamp,data
402,1198.0354
403,1165.8139
404,1113.3515
405,1070.1869
406,1007.8284
407,899.6775
408,848.3934
409,811.2
410,791.85
411,792.28
412,819.3325
413,874.8625
414,1009.9003
415,1186.3006
416,1286.7323
417,1266.3286
418,1315.2625
419,1296.385
420,1290.2025
421,1301.9175
422,1261.6325
423,1216.878
424,1137.6155
425,1172.4914
426,1200.8953
427,1153.6929
428,1143.1843
429,1091.777
430,989.8299
431,877.3555
432,837.056
433,833.2957
434,828.9174
435,836.9134
436,866.4172
437,915.3287
438,1081.1712
439,1219.7413
440,1298.2006
441,1340.414
442,1408.8723
443,1403.6007
444,1405.3013
445,1418.1509
446,1367.2117
447,1290.6977
448,1185.4699
449,1184.8578
450,1158.3512
451,1098.4266
452,1078.1409
453,1057.9431
454,974.7509
455,939.3309
456,904.7631
457,881.7767
458,877.1007
459,871.1848
460,879.6776
461,919.5851
462,984.2011
463,1160.4472
464,1241.2973
465,1302.6967
466,1344.4423
467,1354.6265
468,1356.5113
469,1335.7186
470,1317.0133
471,1245.011
472,1147.0795
473,1148.5322
474,1154.9531
475,1110.2835
476,1063.113
477,1004.2372
478,963.5939999999999
479,926.9042
480,881.8726
481,850.4584
482,830.8606
483,839.7299
484,854.2011
485,884.8278
486,972.6153
487,1160.6851
488,1247.7242
489,1314.013
490,1334.6282
491,1325.1781
492,1340.8775
493,1345.1346
494,1324.2326
495,1227.125
496,1178.8622
497,1188.9888
498,1190.077
499,1159.4148
500,1108.5598
501,1061.7806
502,1011.2574
503,965.3791
504,912.4299
505,892.1252
506,874.1221
507,874.9999
508,871.6212
509,867.8996
510,923.6196
511,1082.7859
512,1159.2212
513,1212.2782
514,1228.2729
515,1191.638
516,1149.9406
517,1140.3825
518,1161.3952
519,967.8953
520,509.8358
521,988.413
522,1081.3669
523,1036.9602
524,1012.2303
525,993.7545
526,924.3685
527,903.1085
528,880.2321
529,833.7569
530,797.1602
531,794.6554
532,795.035
533,786.3227
534,794.2571
535,832.4831
536,894.8591
537,957.3312
538,977.4178
539,986.8686
540,1016.8710000000001
541,1013.7429
542,1003.3514
543,972.1373
544,973.5054
545,1014.4287
546,1056.7406
547,1059.693
548,1048.7289
549,1014.8273
550,988.7315
551,933.0819
552,908.0185
553,878.4758
554,863.0414
555,849.6114
556,860.4131
557,892.6934
558,1002.2464
559,1174.0484
560,1292.7993
561,1328.3086
562,1362.5083
563,1367.5436
564,1386.9264
565,1382.8276
566,1339.9463
567,1295.3971
568,1179.2538
569,1161.5804
570,1189.0629
571,1148.3588
572,1107.1598
573,1062.1176
574,966.7092
575,920.5191
576,897.5169
577,869.4597
578,852.9057
579,841.4068
580,847.5249
581,874.9339
582,988.2331
583,1142.0282
584,1238.2936
585,1319.7171
586,1356.4170000000001
587,1353.565
588,1391.9574
589,1387.9913
590,1371.6104
591,1281.3009
592,1188.3410000000001
593,1168.976
594,1190.9586
595,1109.2502
596,1055.7183
597,1012.2471
598,984.2875
599,939.2713
600,908.0233
601,881.3874
602,859.2304
603,855.3954
604,880.8465
605,902.1217
606,1010.7869
607,1171.3449
608,1273.8755
609,1318.7042
610,1376.2185
611,1366.3815
612,1394.8065
613,1403.4086
614,1385.8322
615,1282.9086
616,1195.002
617,1205.2188
618,1234.1438
619,1183.3705
620,1146.4516
621,1113.2509
622,1049.0575
623,986.4748
624,915.2498
625,883.0711
626,866.1283
627,849.2855
628,856.0369
629,882.3075
630,997.5025
631,1194.5586
632,1275.4061
633,1343.8168
634,1382.215
635,1373.2363
636,1398.3803
637,1412.5642
638,1385.3714
639,1297.2111
640,1175.0402
641,1178.248
642,1219.1213
643,1170.5305
644,1129.5379
645,1065.9869
646,1006.1439
647,966.2871
648,940.3536
649,889.2456
650,882.6405
651,877.7255
652,887.4699
653,934.2376
654,1003.2037
655,1174.2938
656,1271.4049
657,1339.264
658,1371.5795
659,1367.9868
660,1377.6531
661,1381.8145
662,1364.8421
663,1293.4452
664,1166.6867
665,1185.8726
666,1211.1379
667,1183.2522
668,1137.7697
669,1089.6009
670,1043.422
671,982.4403
672,954.2018
673,913.8660000000001
674,903.3637
675,889.0806
676,910.1472
677,922.1737
678,939.9442
679,1077.8575
680,1179.6601
681,1255.1569
682,1253.4414
683,1223.6116
684,1160.2838
685,1124.8878
686,1112.4189
687,1081.7406
688,1064.8583
689,1095.5704
690,1116.6654
691,1094.677
692,1075.2083
693,1041.0831
694,988.5723
695,939.5286
696,904.3712
697,883.9448
698,871.9966
699,856.8211
700,849.8465
701,822.2660000000003
702,838.5545
703,899.4324
704,965.9481
705,1002.2078
706,1056.399
707,1056.4006
708,1077.2239
709,1088.7217
710,1046.6546
711,1017.8311
712,1006.1248
713,1046.1947
714,1091.9585
715,1090.4694
716,1091.6983
717,1034.9049
718,994.0731
719,943.5229
720,905.0674
721,879.561
722,866.0936
723,867.6498
724,894.4236
725,932.0139999999999
726,1056.5999
727,1243.7667
728,1374.76
729,1422.2283
730,1462.1711
731,1459.8766
732,1485.6554
733,1495.0179999999998
734,1457.9692
735,1388.2991
736,1263.3674
737,1249.8193
738,1225.9572
739,1197.0408
740,1164.1552
741,1098.1941
742,1036.7564
743,986.2283
744,942.6513
745,917.1786
746,898.5525
747,883.5186
748,898.3382
749,917.6998
750,1033.7912
751,1220.7781
752,1360.6455
753,1424.2357
754,1447.1545
755,1443.6939
756,1471.9474
757,1476.5739
758,1456.7079
759,1366.3884
760,1228.8708
761,1232.1654
762,1211.1949
763,1181.0512
764,1133.2501
765,1074.3844
766,1007.2665
767,970.3767
768,954.0226
769,933.7406
770,917.1011
771,911.268
772,927.4581
773,939.9341
774,1052.5742
775,1232.5473
776,1351.5336
777,1456.9474
778,1458.099
779,1442.4243
780,1449.5299
781,1433.4813
782,1380.0214
783,1321.5847
784,1206.1117
785,1212.8491
786,1196.0489
787,1159.6063
788,1141.6525
789,1092.4285
790,1033.5194
791,1008.4029
792,953.2703
793,913.8484
794,886.9057
795,906.5942
796,926.1827
797,933.3929
798,1020.2094
799,1192.1581
800,1282.7577
801,1362.9883
802,1400.2716
803,1399.6592
804,1415.1465
805,1425.6309
806,1399.3385
807,1322.7243
808,1196.7893
809,1177.1433
810,1217.1621
811,1159.4884
812,1125.3567
813,1080.8335
814,1036.0302
815,967.2161
816,968.5689
817,919.9696
818,900.683
819,887.1948
820,894.5465
821,939.4745
822,1029.9243
823,1192.5079
824,1295.6597
825,1362.0753
826,1393.1365
827,1380.6543
828,1374.2628
829,1362.2693
830,1322.2975
831,1239.4388
832,1155.213
833,1186.6963
834,1210.2366
835,1147.4526
836,1120.8447
837,1069.1463
838,1024.2274
839,963.816
840,918.182
841,892.3819
842,877.2844
843,862.8613
844,847.2567
845,851.5046
846,911.4666
847,1031.0258
848,1122.9589999999996
849,1174.2232
850,1196.2864
851,1175.6091
852,1142.5126
853,1131.4155
854,1108.3184
855,1064.9148
856,1041.11
857,1074.9203
858,1090.9217
859,1073.7257
860,1039.5453
861,995.0939
862,947.0567
863,909.0724
864,886.7516
865,881.6221
866,854.9468
867,834.4891
868,826.1439999999999
869,800.9296
870,774.0134
871,858.6818
872,931.3904
873,986.784
874,1032.3104
875,1022.1531
876,1017.3754
877,1015.8573
878,1016.3893
879,1010.4936
880,1003.3968
881,1059.7039
882,1065.2475
883,1054.9267
884,1038.4146
885,1016.7235
886,1012.8988
887,959.0116
888,880.5882
889,851.1215
890,833.8631
891,833.7543
892,870.6097
893,890.1301
894,982.9519
895,1210.6849
896,1314.1282
897,1406.5508
898,1415.3003
899,1406.0979
900,1441.7826
901,1433.6879
902,1392.8559
903,1327.5476
904,1213.3713
905,1195.2741
906,1179.7556
907,1129.5416
908,1085.3999
909,1036.7993
910,1014.2258
911,961.6354
912,883.7256
913,855.3336
914,832.9092
915,822.678
916,834.3291
917,860.0151
918,964.4737
919,1181.6389
920,1283.444
921,1349.594
922,1393.4676
923,1377.4329
924,1385.6637
925,1383.2887
926,1352.0692
927,1287.1489
928,1173.248
929,1198.9178
930,1172.5061
931,1107.3206
932,1059.2369
933,1015.8175
934,977.3639
935,935.2402
936,859.0091
937,830.414
938,812.5156
939,813.6721
940,815.1595
941,880.9285
942,981.2672
943,1165.6423
944,1240.239
945,1338.6218
946,1368.8503
947,1354.8851
948,1383.6439
949,1392.0556
950,1352.2644
951,1299.7261
952,1184.4338
953,1183.8355
954,1178.5514
955,1139.3629
956,1076.4885
957,1021.898
958,1002.074
959,961.4447
960,889.6502
961,867.8406
962,846.8156
963,840.7279
964,839.8661
965,902.7975
966,991.4981
967,1161.8127
968,1271.0362
969,1327.1989
970,1373.4520000000002
971,1363.3484
972,1388.2038
973,1402.0434
974,1348.6144
975,1289.1745
976,1176.8976
977,1145.8117
978,1148.0541
979,1104.2189
980,1081.2243
981,1011.6547
982,1008.318
983,964.9228
984,896.513
985,875.0788
986,856.1456
987,861.3259
988,866.2931
989,922.5536
990,1022.5215
991,1198.8038
992,1499.2525547798086
993,1499.4400792537142
994,1499.5415927045044
995,1499.5580861259111
996,1499.6824820674317
997,1499.7941417693662
998,1499.8005573271173
999,1499.936851647552
1000,1499.9580067867657
1001,1500.0345354937604
1002,1500.2568648859026
1003,1500.356284279507
1004,1500.3450919836514
1005,1500.3767612996605
1006,1500.5251299568417
1007,1500.51618447211
1008,1500.79147440134
1009,1500.6873433039352
1010,1500.9527834372673
1011,1500.9208156238462
1012,870.0662
1013,857.9163
1014,880.2306
1015,980.0485
1016,1044.9189999999999
1017,1104.5938
1018,1128.3579
1019,1112.4993
1020,1091.9189999999999
1021,1074.3496
1022,1063.1256
1023,1029.86
1024,1011.6091
1025,1056.0223
1026,1089.9817
1027,1061.7636
1028,1031.6292
1029,1013.0005
1030,960.9033
1031,772.6091
1032,777.7424
1033,721.5908
1034,726.2926
1035,739.3178
1036,891.8485
1037,906.4375
1038,903.3965
1039,879.429
1040,881.1719
1041,963.7727
1042,1040.6698
1043,1034.9466
1044,999.0671
1045,935.3522
1046,986.0491
1047,951.7673
1048,903.6628
1049,982.2524
1050,1087.0682
1051,1065.3519
1052,1031.6434
1053,1011.4377
1054,1018.7136
1055,889.5827
1056,855.1763
1057,837.7922
1058,810.3832
1059,810.5143
1060,809.4014
1061,814.6222
1062,821.2241
1063,873.1331
1064,933.1287
1065,963.9245
1066,978.2039
1067,977.209
1068,997.3467
1069,995.8827
1070,971.8595
1071,948.933
1072,938.3557
1073,963.0348
1074,1015.472
1075,997.2683
1076,979.3511
1077,943.8603
1078,905.4094
1079,873.3848
1080,848.9863
1081,810.4006
1082,815.7231
1083,805.3756
1084,803.2793
1085,785.5114
1086,783.8398
1087,833.3384
1088,869.8341
1089,892.1747
1090,912.4911
1091,938.3994
1092,928.9795
1093,932.3028
1094,937.1515
1095,925.9918
1096,901.5055
1097,935.9921
1098,987.0666
1099,994.428
1100,984.7525
1101,937.2275
1102,894.8361
1103,861.3752
1104,819.676
1105,795.1622
1106,784.8293
1107,776.1898
1108,782.2255
1109,779.4305
1110,844.4471
1111,967.3872
1112,1048.8244
1113,1132.3127
1114,1193.7127
1115,1244.8451
1116,1273.3592
1117,1288.4816
1118,1273.6278
1119,1220.2693
1120,1133.0232
1121,1128.8242
1122,1172.3439
1123,1145.9714
1124,1127.7028
1125,1095.6666
1126,1026.2453
1127,946.7805
1128,915.9275
1129,894.4166
1130,867.5152
1131,862.1844
1132,857.3655
1133,869.9797
1134,985.4632
1135,1061.5641
1136,1199.7622
1137,1367.8344
1138,1399.5449
1139,1377.65
1140,1411.5052
1141,1411.4817
1142,1377.4342
1143,1286.3222
1144,1175.7015
1145,1150.4259
1146,1183.1995
1147,1143.2367
1148,1100.7171
1149,1058.9289
1150,1007.1677
1151,952.0052
1152,917.9281
1153,887.2816
1154,869.448
1155,860.3109
1156,871.2114
1157,887.9019
1158,1013.1839
1159,1203.015
1160,1300.4006
1161,1353.1345
1162,1398.3059
1163,1408.1403
1164,1420.6684
1165,1420.8429
1166,1387.0383
1167,1312.4145
1168,1195.8178
1169,1164.6832
1170,1202.7658
1171,1167.2806
1172,1137.9367
1173,1092.3741
1174,1045.4603
1175,968.822
1176,922.6756
1177,896.4288
1178,866.6465
1179,857.6267
1180,866.4971
1181,853.7283
1182,878.0682
1183,1003.9349
1184,1100.6445
1185,1184.1226
1186,1200.6834
1187,1161.8946
1188,1145.3239999999996
1189,1137.0279
1190,1123.5821
1191,1087.5582
1192,1054.3335
1193,1066.5101
1194,1123.9603
1195,1098.3911
1196,1053.0281
1197,1016.7001
1198,967.0272
1199,926.2419
1200,891.9459
1201,844.0458
1202,852.8068
1203,841.3477
1204,832.6966
1205,807.416
1206,795.2786
1207,855.5199
1208,919.6283
1209,979.7815
1210,1018.5656
1211,1030.271
1212,1042.2174
1213,1033.807
1214,1044.1433
1215,1029.8046
1216,1026.5009
1217,1044.1395
1218,1102.019
1219,1102.5413
1220,1098.4424
1221,1070.3003
1222,1011.3323
1223,966.8424
1224,938.2059
1225,903.8671
1226,889.0929
1227,886.1999
1228,897.5369999999997
1229,926.7129
1230,1037.4133
1231,1237.968
1232,1312.2937
1233,1402.8169
1234,1414.6225
1235,1413.9611
1236,1440.5607
1237,1436.7855
1238,1391.1611
1239,1333.4446
1240,1187.8578
1241,1149.0493
1242,1195.7257
1243,1169.2493
1244,1124.5109
1245,1085.2368
1246,1022.9115
1247,964.0458
1248,927.9999
1249,907.7657
1250,880.5992
1251,875.5798
1252,891.2392
1253,901.3636
1254,1009.5041
1255,1208.8794
1256,1306.1565
1257,1367.1852
1258,1394.6570000000006
1259,1404.6675
1260,1444.8139
1261,1452.0348
1262,1402.9806
1263,1321.5047
1264,1193.819
1265,1163.3092
1266,1205.6703
1267,1167.6898
1268,1116.407
1269,1062.478
1270,1006.4893
1271,946.0765
1272,910.7023
1273,879.4601
1274,853.5808
1275,850.0199
1276,854.3866
1277,866.7739
1278,965.2999
1279,1155.1639
1280,1309.6809
1281,1386.2732
1282,1431.0174
1283,1426.9765
1284,1456.2336
1285,1463.23
1286,1419.0915
1287,1348.1231
1288,1229.5872
1289,1160.5602
1290,1199.2117
1291,1165.7389
1292,1126.0939
1293,1067.2751
1294,1004.8256
1295,945.6614
1296,917.2635
1297,896.4195
1298,874.6707
1299,870.7484
1300,879.1055
1301,909.2972
1302,981.8721
1303,1181.1543
1304,1312.9393
1305,1407.9375
1306,1448.2243
1307,1454.6757
1308,1482.0875
1309,1481.6147
1310,1452.8641
1311,1367.4552
1312,1271.5511
1313,1195.6226
1314,1229.1
1315,1199.5511
1316,1150.5821
1317,1108.879
1318,1057.4094
1319,1007.2678
1320,946.4399
1321,921.4883
1322,908.4987
1323,903.0605
1324,917.9332
1325,930.6109
1326,1022.8325
1327,1199.3561
1328,1335.8023
1329,1421.6641
1330,1453.1152
1331,1461.6209
1332,1492.9365
1333,1483.8517
1334,1439.0632
1335,1366.4436
1336,1249.5016
1337,1209.2918
1338,1252.9119
1339,1180.0675
1340,1166.2989
1341,1106.3358
1342,1103.5443
1343,1065.8837
1344,965.3089
1345,929.9877
1346,896.7364
1347,885.454
1348,894.0852
1349,881.927
1350,939.5976
1351,1122.1967
1352,1222.2865
1353,1294.7379
1354,1309.8039999999999
1355,1278.6183
1356,1247.0756
1357,1239.9563
1358,1218.3895
1359,1186.3397
1360,1147.6253
1361,1156.4353
1362,1152.2403
1363,1127.8577
1364,1080.1708
1365,1043.3217
1366,1012.1292
1367,987.4749
1368,959.3752
1369,950.2269
1370,934.0014
1371,921.6899
1372,914.7934
1373,888.3938
1374,865.1266
1375,941.8521
1376,987.451
1377,1021.7926
1378,1055.4467
1379,1066.3254
1380,1083.3517
1381,1078.9879
1382,1073.2706
1383,1063.4001
1384,1054.7252
1385,1077.6789999999999
1386,1086.6037
1387,1099.6208
1388,1085.5989
1389,1048.2313
1390,997.7258
1391,956.1538
1392,909.9694
1393,1499.3443488631272
1394,1499.5256420351755
1395,1499.5432305306806
1396,1499.723718366983
1397,1499.6571650266303
1398,1499.7197801685227
1399,1499.8860386010526
1400,1499.9678203641624
1401,1500.214534449814
1402,1500.0956094927674
1403,1500.3812600497902
1404,1500.3875249122723
1405,1500.4287524532294
1406,1500.5854761807125
1407,1500.6477691461876
1408,1500.6609286981268
1409,1500.737748119624
1410,1500.907925720524
1411,1500.9635603862778
1412,1500.944659050548
1413,1093.3789
1414,1047.0085
1415,992.3122
1416,914.7460000000001
1417,900.6859
1418,877.4103
1419,865.8946
1420,888.2777
1421,893.043
1422,1033.3871
1423,1204.6198
1424,1324.4906
1425,1403.2292
1426,1405.3644
1427,1417.0581
1428,1445.6757
1429,1462.7069
1430,1411.2968
1431,1342.5382
1432,1195.1681
1433,1174.1041
1434,1186.4435
1435,1153.4786
1436,1118.9913
1437,1052.2139
1438,1031.754
1439,982.1355
1440,894.2492
1441,872.3284
1442,864.0272
1443,864.4674
1444,873.4879
1445,885.7501
1446,991.3248
1447,1186.1571
1448,1300.8204
1449,1375.352
1450,1430.4616
1451,1418.4720000000002
1452,1448.4687
1453,1473.3694
1454,1373.4132
1455,1367.4426
1456,1210.323
1457,1196.0936
1458,1226.1349
1459,1177.6462
1460,1152.8966
1461,1088.8577
1462,1012.3104
1463,965.0731
1464,930.5253
1465,902.5818
1466,875.0965
1467,866.1241
1468,896.0456
1469,894.3319
1470,1018.9576
1471,1246.6374
1472,1341.6871
1473,1411.9338
1474,1470.4103
1475,1464.6158
1476,1496.2933
1477,1515.469
1478,1477.1051
1479,1421.0151
1480,1281.9234
1481,1257.8515
1482,1229.9295
1483,1202.5149
1484,1168.2964
1485,1117.8072
1486,1041.6257
1487,1006.4544
1488,975.4831
1489,943.3219
1490,929.4078
1491,920.9117
1492,943.443
1493,939.2197
1494,1105.9066
1495,1289.988
1496,1371.2867
1497,1447.1353
1498,1475.8031
1499,1472.7251
1500,1507.0866
1501,1502.8095
1502,1450.0026
1503,1386.4955
1504,1269.1947
1505,1265.9394
1506,1262.3875
1507,1212.278
1508,1180.6186
1509,1152.0621
1510,1096.5263
1511,1020.8789999999999
1512,988.1577
1513,940.5114
1514,919.5828
1515,912.2181
1516,918.0791
1517,914.9858
1518,954.8660000000001
1519,1089.3893
1520,1224.1594
1521,1287.2553
1522,1230.0793
1523,1206.0205
1524,1212.7089
1525,1211.4849
1526,1190.6017
1527,1123.6338
1528,1093.3915
1529,1100.5848
1530,1155.6653
1531,1132.9094
1532,1094.8182
1533,1058.3002
1534,1016.05
1535,973.3619
1536,943.3611
1537,917.5305
1538,888.3137
1539,866.3492
1540,872.7952
1541,853.0039999999997
1542,849.4585
1543,911.9325
1544,948.9916
1545,981.9938
1546,1020.2824
1547,1046.6897
1548,1041.8133
1549,1033.1481
1550,1015.8367
1551,1007.2228
1552,996.2682
1553,1027.6268
1554,1073.6699
1555,1071.4559
1556,1073.9758
1557,1025.4757
1558,987.4492
1559,947.6318
1560,883.7726
1561,898.1869
1562,889.0924
1563,880.7158
1564,896.293
1565,891.6371
1566,1008.4603
1567,1258.1496
1568,1384.2228
1569,1454.7503
1570,1490.6735
1571,1476.3025
1572,1500.608
1573,1496.134
1574,1456.9111
1575,1396.84
1576,1276.3804
1577,1236.0603
1578,1228.1053
1579,1171.088
1580,1134.0431
1581,1103.3732
1582,1038.2764
1583,935.3784
1584,923.6083
1585,904.9587
1586,902.7271
1587,903.2964
1588,930.5081
1589,934.0236
1590,1056.6712
1591,1275.4709
1592,1354.5037
1593,1407.7297
1594,1436.8196
1595,1458.7687
1596,1520.0709
1597,1515.8634
1598,1478.1546
1599,1417.3595
1600,1292.468
1601,1261.1574
1602,1254.0928
1603,1238.2045
1604,1214.889
1605,1124.1296
1606,1059.745
1607,984.058
1608,962.8839
1609,919.4813
1610,908.6431
1611,905.9989999999999
1612,928.3784
1613,945.0044
1614,1047.3626
1615,1249.5345
1616,1352.7089999999996
1617,1465.6554
1618,1523.0527
1619,1521.5065
1620,1529.8357
1621,1520.5639
1622,1483.6265
1623,1402.8763
1624,1274.8719
1625,1246.1528
1626,1260.3929
1627,1201.7233
1628,1161.4997
1629,1092.6652
1630,1042.1876
1631,990.7821
1632,956.0346
1633,933.9292
1634,931.9151
1635,930.6284
1636,923.6243
1637,947.3327
1638,1064.1216
1639,1287.7142
1640,1388.6773
1641,1472.2431
1642,1500.8263
1643,1462.7765
1644,1518.346
1645,1518.8085
1646,1500.4894
1647,1389.9202
1648,1283.0658
1649,1276.5069
1650,1266.0551
1651,1210.3756
1652,1184.5691
1653,1131.6794
1654,1082.7155
1655,1003.2691
1656,955.0175
1657,934.4766
1658,917.3479
1659,903.4429
1660,943.3801
1661,953.6717
1662,1081.4632
1663,1256.7364
1664,1353.8281
1665,1422.6555
1666,1461.1953
1667,1454.1062
1668,1455.4213
1669,1489.7841
1670,1451.6365
1671,1371.092
1672,1258.5987
1673,1195.6209
1674,1238.0092
1675,1199.7166
1676,1159.9964
1677,1115.424
1678,1064.3534
1679,988.4669
1680,956.1678
1681,919.2604
1682,919.7223
1683,901.1469999999999
1684,903.5648
1685,894.1289
1686,940.9222
1687,1049.4427
1688,1129.5567
1689,1207.1346
1690,1222.7921
1691,1207.2149
1692,1183.1889
1693,1164.5524
1694,1141.4084
1695,1114.5877
1696,1117.7582
1697,1159.7299
1698,1205.8606
1699,1180.0649
1700,1145.0408
1701,1061.7452
1702,1016.4492
1703,969.0896
1704,940.5959
1705,917.0595
1706,891.3671
1707,879.8839
1708,870.9538
1709,820.5032
1710,820.6248
1711,891.9641
1712,953.7979
1713,976.5388
1714,1038.9064
1715,1063.2476
1716,1065.0721
1717,1053.9984
1718,1044.2449
1719,1026.9718
1720,1001.4387
1721,1030.7354
1722,1098.6313
1723,1115.5419
