date,coll_glob,point_context,point_global,coll_season,point_context_point_global
2000-02-17,-0.9750346605232447,-0.9318490335444763,-1.0926873595017657,-1.1119335861142787,-1.0604562633720303
2000-02-18,-0.6271170761609057,-0.779759124564981,-0.8444762336012621,-0.6888727137844499,-0.7300227662923421
2000-02-19,-0.47112707812456545,-0.42091301679342774,-0.21515486341652038,-0.38283545359731025,-0.29230283666367585
2000-02-20,-0.06232085539081484,0.020605825244531285,-0.03809597079386466,-0.09216788300960255,0.012677883031409477
2000-02-21,0.33361267685244794,0.49097810723313284,0.3816300913392075,0.361917855438018,0.40033592477609004
2000-02-22,0.78160259058508,0.6162646826994661,0.800051000576087,0.7748332200372972,0.6559046842362493
2000-02-23,1.0508744755362711,1.190522355832968,0.9995770458534474,1.1401703685899807,0.9912793510796178
2000-02-24,1.1545948903648406,1.2256855123932233,1.201561408405412,1.2554591536749768,1.3575229742107595
2000-02-25,1.3895660460197454,1.4914208045814639,1.4242683893351684,1.3333812536501048,1.3308027080151759
2000-02-26,1.5052609459602069,1.622847796268919,1.3632791367979464,1.6402041350877097,1.3969959610961227
2000-02-27,1.4719720880676155,1.4227090879272162,1.4407297923169209,1.4131663842333855,1.5473179333157607
2000-02-28,1.282572154310929,1.4469090810989125,1.3356488936535005,1.3591039967475347,1.2910220611799064
2000-02-29,0.9810221413598911,1.142180602150769,1.182813523840109,1.1588168493262958,1.200145518813565
2000-03-01,0.9578322651657306,0.8935355917006212,0.8753220821085876,0.9970767990366054,0.9060407079592494
2000-03-02,0.5956675843315649,0.6430898111860335,0.4537340371858353,0.5688214873075876,0.5459269689822936
2000-03-03,0.11876461641372947,0.08257868197403925,0.2987338620827362,0.18325707755163362,0.29158854983268984
2000-03-04,-0.08398748397295575,-0.24539455743697394,-0.14314300600486732,-0.08638569113200312,-0.22802044297986018
2000-03-05,-0.5974654561073593,-0.4973549886053878,-0.5541729305510572,-0.5798996766081457,-0.6283273865494392
2000-03-06,-0.9547050390638999,-0.7983630465200083,-0.814722178534536,-0.8541228090861157,-0.9190892184290597
2000-03-07,-1.0687762527900186,-1.061011443368431,-1.23477638369861,-1.1981353297731525,-1.1839654945676816
2000-03-08,-1.4466706624864563,-1.3811813268866693,-1.3693750787379533,-1.3289253010089792,-1.3150527995968049
2000-03-09,-1.4173704561955498,-1.5072789616947166,-1.6516266528767742,-1.5128731861238558,-1.5814355701997167
2000-03-10,-1.5454083348749705,-1.5517362152860867,-1.5473683015955952,-1.4168003139239411,-1.4572515616727966
2000-03-11,-1.4414889517434388,-1.3720824501412432,-1.5493390684312967,-1.5084674816742791,-1.4855648558232684
2000-03-12,-1.2614500978134882,-1.197404536232003,-1.3254868339015764,-1.235402197092652,-1.3156300462574595
2000-03-13,-1.0456295747730562,-1.0149260697087468,-0.9138411397198257,-1.0385474073642513,-1.0395354527239182
2000-03-14,-0.919967345251558,-0.757530160753814,-0.7200412160614701,-0.7208960634563341,-0.7796850998700529
2000-03-15,-0.2694988383922555,-0.32007581006371094,-0.3725302968156008,-0.45260029881430375,-0.30271388440046393
2000-03-16,-0.03820995452456963,0.12901439948019722,-0.07098557913134179,0.02878471163957709,0.01511489044084018
2000-03-17,0.3238119681413874,0.5006550175836606,0.4264115804539533,0.25067885373591775,0.38750903408557175
2000-03-18,0.6229964402574805,0.7951007800811445,0.6713649937734227,0.6263518269905963,0.6872417099411006
2000-03-19,1.0500772722642364,0.9995005474134944,1.074682608523193,1.0303312898843102,1.031885102056315
2000-03-20,1.2580840106738131,1.295173694797779,1.2657876538408726,1.3020801385677052,1.1837483513213378
2000-03-21,1.402167389798789,1.4943663994577618,1.2866951694179152,1.4288541300903612,1.299779269137535
2000-03-22,1.379255436451891,1.4879512872515268,1.4308995942719722,1.4570144310238273,1.5455565703181176
2000-03-23,1.413236270075313,1.472745985652088,1.3722543258562574,1.543970430814922,1.4351702173966738
2000-03-24,1.4693787630408663,1.353240271183827,1.4369118806309054,1.3945216702835193,1.3398532393046496
2000-03-25,1.098578372238881,1.2463292034991027,1.0180051575818156,1.1992982134236172,1.1650074574538576
2000-03-26,0.8833080174364669,0.8375653043202522,0.8753851968675894,0.864289625794127,0.8827433412345227
2000-03-27,0.5688991523003082,0.5590241142071743,0.6606376642566287,0.6281091052882599,0.46152742684258735
2000-03-28,0.2125763717762799,0.34761851162843693,0.34493933779028624,0.15787510484632916,0.11757317647952197
2000-03-29,-0.18824919152136346,-0.1126282072618016,-0.24283318118807323,-0.12093780623763631,-0.17526123123109372
2000-03-30,-0.5582783376993946,-0.6414104162441038,-0.5827323036720055,-0.466595770796945,-0.5753795936833264
2000-03-31,-0.8555315066952907,-0.9716092061990529,-0.7924156192651908,-0.8485327005700546,-0.8984831279113963
2000-04-01,-1.140927079085631,-1.1909524777189386,-1.0506838710537325,-1.114023316282608,-1.2011294558919843
2000-04-02,-1.300970454478534,-1.202040491248189,-1.3842533382332478,-1.48448711875619,-1.4237437870926795
2000-04-03,-1.5417721245456897,-1.432324904917053,-1.4172999882759802,-1.4501161098454953,-1.4671781015141292
2000-04-04,-1.371962210814442,-1.3174376830571726,-1.5209161011898642,-1.5004732394014737,-1.5663581307958352
2000-04-05,-1.3024722757872285,-1.5472933982706385,-1.4684879976767153,-1.5200346013053367,-1.3761189177329813
2000-04-06,-1.2242426643511208,-1.1408897318821163,-1.3037193042097692,-1.3192712839884029,-1.344289801801882
2000-04-07,-1.0676636375388544,-0.9585339507349038,-0.9151885032458964,-0.9100360930289695,-1.0553440568551062
2000-04-08,-0.6987196912385562,-0.7246500266769687,-0.6520640790584943,-0.8059238229761208,-0.6345360361719912
2000-04-09,-0.31081400715733193,-0.3768845929342111,-0.41750092832727087,-0.37131468010157304,-0.2875730812966376
2000-04-10,0.047342529274047696,-0.008023250168725703,0.001931103800978243,-0.05028038680871541,-0.046658077843364794
2000-04-11,0.4026347034004891,0.37515716933458654,0.3960675099159149,0.4761530893346914,0.4871854132307206
2000-04-12,0.7908584417508717,0.6311027582588186,0.7444512455069702,0.6499387954435972,0.8643750677208978
2000-04-13,0.9594856597908404,1.0557951900166882,1.054789613355216,1.1277449350909161,1.0797288523188335
2000-04-14,1.1892606747597616,1.19397826525473,1.2472091469568585,1.2799324772541847,1.2813588004040417
2000-04-15,1.3640138758336544,1.4119736610546203,1.5780076817059594,1.412290132099085,1.32200010123341
2000-04-16,1.3530206274886298,1.6104193746775266,1.4109881186493742,1.514127758068549,1.5708937967693166
2000-04-17,1.4294371951091644,1.4982873358067301,1.5197002042363414,1.4859001834527268,1.6245960286568706
2000-04-18,1.3330166949029179,1.4429024392685188,1.3811476287283222,1.3385699125843242,1.396232483389805
2000-04-19,1.0821761408220696,1.1578642722982482,1.1410529531711708,1.1480314008193844,1.09880207580281
2000-04-20,0.7849315375957642,0.8139860211124614,0.8992557869812761,0.8680367251839712,0.9838457939039913
2000-04-21,0.55746516003247,0.544947794336942,0.6147327606358901,0.4366587670917631,0.508647968652427
2000-04-22,0.185308442729048,0.15924908293416937,0.27101301058724964,0.0015208587721081412,0.19071261017314461
2000-04-23,-0.2513458281486194,0.0008095676625012593,-0.37603751633758575,-0.13398110532740032,-0.19915074305493974
2000-04-24,-0.7720820576480567,-0.5685642200040296,-0.6296938350493801,-0.5728099386406531,-0.5602172486616798
2000-04-25,-0.7999255529867231,-0.911032718145983,-0.9437408381382867,-0.9467488046303505,-0.9263032019822097
2000-04-26,-1.226860964382626,-1.1727380988817346,-1.2618204614414994,-1.188387478188755,-1.121989219259122
2000-04-27,-1.3435430678446403,-1.2881037279204133,-1.2695676093531292,-1.3902895532262036,-1.4447481534542603
2000-04-28,-1.434738138891572,-1.5584900368407384,-1.5151910903730668,-1.3847506612708353,-1.5897399502572322
2000-04-29,-1.5608288400992434,-1.5038280307802598,-1.6289683797451557,-1.4211017528643168,-1.5305687855582373
2000-04-30,-1.4102412602043053,-1.3913104372686698,-1.3821460250664255,-1.5129265217877217,-1.3994696667842623
2000-05-01,-1.2045588295429266,-1.183927082780391,-1.3462790850693387,-1.5052351281353356,-1.136974112959304
2000-05-02,-0.9705363271004698,-0.9912144341376132,-1.0855659557508157,-1.0337999816109444,-1.0556725060656507
2000-05-03,-0.7088885067231554,-0.6687050032079926,-0.6629388264832318,-0.744073080745624,-0.6689734779613921
2000-05-04,-0.3696709976678228,-0.5059313818061736,-0.4285983330596558,-0.3642548547779813,-0.42049527995802305
2000-05-05,0.05707470609299975,-0.06472938395038094,-0.06435113968666223,0.03688891972231514,-0.0291331502120218
2000-05-06,0.37596759037558136,0.22832021700134975,0.21980524595592651,0.22005977455188921,0.45237805215588556
2000-05-07,0.5547119736546728,0.7166746199695295,0.7673413854296016,0.7898072829624484,0.7256841912457825
2000-05-08,1.0953470443713218,0.9876289987745881,1.011825558696937,0.9780242151655433,0.9048877985661976
2000-05-09,1.20498340835625,1.2696836037549986,1.1960714818711053,1.2564083188658572,1.367718374044561
2000-05-10,1.4490041235699969,1.372790325037347,1.4394404110097376,1.357484955711547,1.4423284673234953
2000-05-11,1.5001123993086778,1.4681901014869454,1.4195512945153272,1.649448390730491,1.4524124032200056
2000-05-12,1.354232454922861,1.473094801097489,1.416661214642835,1.4359576107833376,1.3791568631032702
2000-05-13,1.3507648113504518,1.393735469261421,1.2909851541310418,1.4028557648734505,1.3407269905928931
2000-05-14,1.1496358538855889,1.1498103840749123,1.1782075477610272,1.224763982404013,1.3103149151912745
2000-05-15,0.8726542045724843,1.0054680618555023,0.8909579763350848,0.8735556383560464,0.764700845309479
2000-05-16,0.5147400122339854,0.4914700785432039,0.5798634308584463,0.5347829187717368,0.586240252133249
2000-05-17,0.28444000576833894,0.33332571584997317,0.2949707580341555,0.22603706712504218,0.14929290543743956
2000-05-18,-0.2166017165339702,-0.20376128705674354,-0.09244608196667578,-0.2928471391328154,-0.03275753252085855
2000-05-19,-0.4851142726178871,-0.5999080826151741,-0.5870215481001857,-0.4643577858331447,-0.5305679307469522
2000-05-20,-0.928495727007786,-0.9103242932949951,-0.9861027496316945,-0.8362302732327933,-0.8522949158287949
2000-05-21,-1.2686020218017342,-1.1266398000758793,-1.1703399443567366,-1.0772132255629214,-1.1116883462305562
2000-05-22,-1.283388280931226,-1.3000875004841925,-1.3588069188572982,-1.3909971000084602,-1.4576190445328563
2000-05-23,-1.4188663160766872,-1.4652021797979384,-1.5534567319190429,-1.4285580934100166,-1.4206974651297524
2000-05-24,-1.504315112885,-1.5220963079225598,-1.5204894333497903,-1.3899372635037448,-1.5600481360883827
2000-05-25,-1.3619329219249834,-1.4954080862275088,-1.4708401911763356,-1.3920607729203605,-1.4959338725397828
2000-05-26,-1.3173926621725491,-1.3404921511524046,-1.378093342915653,-1.3251297080008924,-1.1475606977264423
2000-05-27,-0.9750410187087482,-1.1003772425119056,-0.9829054594668276,-1.1209863406102396,-0.9524947350085172
2000-05-28,-0.6837004381658325,-0.7585882843649208,-0.8171412366059528,-0.5900990942696704,-0.5981266706623847
2000-05-29,-0.36982087594975077,-0.303946466104331,-0.45647162391424106,-0.3308873237996312,-0.2957379183896257
2000-05-30,0.06987192977830409,-0.009714922712439678,0.10616987808254683,0.08464530325357458,-0.08585377961250942
2000-05-31,0.30336510348777135,0.2962355601840363,0.4593985114645789,0.2318880958984332,0.3573734752169146
2000-06-01,0.6384485419696895,0.5328732070201496,0.541074361832294,0.6464542068988208,0.6257127132410133
2000-06-02,1.0823845538542898,0.9795808028478578,1.018329725394243,0.8590621610892855,0.9474492049290522
2000-06-03,1.196561743511198,1.3038480356865931,1.309507519749094,1.2661673056156122,1.2360641367792042
2000-06-04,1.311940492419391,1.4525969104925007,1.4962525129711517,1.3826405771764487,1.4450785167131024
2000-06-05,1.4840718092280418,1.3477411090798541,1.5118651792010664,1.5428193513357833,1.4554852191562584
2000-06-06,1.4433369458318994,1.4770615529174038,1.403614976689889,1.5284675295424288,1.4775941450654098
2000-06-07,1.3668625090163717,1.321860659607256,1.446635504859849,1.3310981836001532,1.272599274861785
2000-06-08,1.1699049742577676,1.09743623389239,1.0887214290695373,1.111402742667761,1.214846779473127
2000-06-09,0.905792598176715,0.7255095528284721,0.9253276158794582,1.0035648617433763,0.9732170763688823
2000-06-10,0.47821433150480686,0.48988259086165487,0.6190797833470791,0.4771791200124189,0.5392711186386202
2000-06-11,0.0900677214289361,0.21281129866720364,0.030177162527958296,0.19948552091955768,0.19598249391997438
2000-06-12,-0.13202461955323244,-0.0764244887403521,-0.09106535637136678,-0.30125033509966803,-0.19682930258711961
2000-06-13,-0.5597487315393298,-0.4443965569420476,-0.750601810930795,-0.5007597591035926,-0.531539430459396
2000-06-14,-1.0245493802597254,-0.845362412189584,-0.9592670969476684,-0.911630358488682,-0.8636651529788169
2000-06-15,-1.0047879105811317,-1.0720249282425431,-1.1378613141728222,-1.1586701367256231,-1.092712628976968
2000-06-16,-1.4060741104153822,-1.3629445957477717,-1.3586218172051376,-1.4750962857335432,-1.3381244065245461
2000-06-17,-1.4227196720961848,-1.438408450151819,-1.613281617318673,-1.3298563533427652,-1.4027952010967577
2000-06-18,-1.6013493818112812,-1.5128100610390318,-1.3199478965951679,-1.5308020373777858,-1.4986329868795805
2000-06-19,-1.3836398361547437,-1.357057765253121,-1.3555032377278855,-1.3090450405757343,-1.4454420113389188
2000-06-20,-1.3678937667881468,-1.1714909925039458,-1.2331610318671817,-1.3734028884058795,-1.2109962515889259
2000-06-21,-0.9938990088376419,-1.166747069140658,-1.1262269792142687,-1.0732832547520217,-1.1157234160716318
2000-06-22,-0.6660657971240524,-0.7277871705090561,-0.6649741251429171,-0.7028044780130374,-0.7546696194319472
2000-06-23,-0.483057456987155,-0.40382823536568946,-0.3604903421412042,-0.4754446577442553,-0.3307400207802672
2000-06-24,-0.007751165283057597,0.07695853452334016,0.045243704014076576,0.06390169609584913,-0.012881749336508468
2000-06-25,0.4405429312457987,0.32810261307854405,0.45090144321038733,0.36577072153882506,0.2417589936082439
2000-06-26,0.7224692489055978,0.7367419274061825,0.751012596486687,0.6738053685789135,0.7126514362728211
2000-06-27,0.9931164230136316,1.054037701286019,1.1269897359891266,0.9442721587604211,0.9942059620753801
2000-06-28,1.1038197356515993,1.2641248358753145,1.3333663323295084,1.2986079037708478,1.3074333770937483
2000-06-29,1.4722473264523992,1.5223997659300559,1.3654820393384925,1.4578159216590505,1.604420822104105
2000-06-30,1.5363978816637345,1.4115739515351318,1.5024843021263674,1.518211481491904,1.4616845727250076
2000-07-01,1.4398333449480287,1.4347097668912592,1.4391998479325652,1.4864266592801987,1.554577737767818
2000-07-02,1.2954258102234184,1.3676764258718086,1.2356982405691546,1.3530609526637654,1.456258468756402
2000-07-03,1.0236122916653518,1.180110103346876,1.15953528586329,1.1255613914082092,1.0846586233905438
2000-07-04,1.0317167570316155,0.7297663679575018,0.7698795534708744,0.8771121806360729,0.8166168593195204
2000-07-05,0.6732327408316692,0.541803608279416,0.5823989908347307,0.5628776076202014,0.4802275251313211
2000-07-06,0.013495204697879397,0.14420366281980165,0.2424865575738674,0.1527675517644626,0.20040321382731227
2000-07-07,-0.18326845874555583,-0.15392132012707024,-0.15980978547659508,-0.02023434773893703,-0.24600873039155133
2000-07-08,-0.5715100343453517,-0.6095511568074317,-0.659302864721747,-0.5837368569305319,-0.32321097377497726
2000-07-09,-0.8961569680934178,-0.8228707166977403,-0.7678025332287095,-0.8168268688189241,-0.8851476713616446
2000-07-10,-1.2518505596656189,-1.3038683903717565,-1.122842888088741,-1.179799154983161,-1.1743943648138413
2000-07-11,-1.353605421479774,-1.3944798220132364,-1.4666086725442087,-1.3399689917530575,-1.3608087330133067
2000-07-12,-1.4333554113432847,-1.4301053259262808,-1.3408072700214513,-1.5031312356303235,-1.474267554264916
2000-07-13,-1.4172371146935288,-1.441297811288777,-1.497292059926747,-1.5348293094946905,-1.5986603654161076
2000-07-14,-1.451065249985408,-1.3825857094741592,-1.3915772033632823,-1.430489797797249,-1.5079160544908672
2000-07-15,-1.3448951734982943,-1.179748323494135,-1.1458886463125566,-1.2993205140165875,-1.2507978789208363
2000-07-16,-1.0439696002277254,-0.9570810212979457,-1.0445518759033912,-0.9940473913246687,-1.0055580865707971
2000-07-17,-0.9248616988391615,-0.7363416082795557,-0.7781636162171028,-0.7649214585728452,-0.7285605054946408
2000-07-18,-0.37983871919051515,-0.3971711173009406,-0.4442196196548964,-0.3898864015031826,-0.4128941131418187
2000-07-19,-0.049448700497197406,-0.031094056914159902,-0.056912213592450606,-0.028035325284524043,-0.10507347100648234
2000-07-20,0.3618895315179166,0.21374073462885296,0.36895244592526544,0.26084428121909253,0.3678712888021465
2000-07-21,0.7789540875838012,0.6764528413579144,0.8002353146041441,0.7610176732925812,0.6121647341496643
2000-07-22,1.01993067328341,1.0882050191156725,0.989855122996256,1.0636338591228185,1.0811176805350124
2000-07-23,1.3420811571648854,1.2487117582916436,1.356968962117219,1.2437778189190667,1.280199922953623
2000-07-24,1.422080257616701,1.3647490821755488,1.3897957508192351,1.3358437910195669,1.3454627340811551
2000-07-25,1.5972163819594787,1.5900107528064893,1.4750413294388476,1.434120980204093,1.4741292228933691
2000-07-26,1.521274697574733,1.3308599499734537,1.5604545148308009,1.4514773885069223,1.489303011450934
2000-07-27,1.3340598824944128,1.3727070355343973,1.2687625951829982,1.5071548824224381,1.3209757857046405
2000-07-28,1.1276734323381388,1.1056360495464377,1.0675798220275206,1.2125887601046519,1.1458112245660699
2000-07-29,0.8751204703408726,0.8196417865856542,0.9100469794476513,0.8353622457272676,0.8690909105702007
2000-07-30,0.6017760332410806,0.6226870794126558,0.586664325407886,0.4744699461338596,0.5302400712180313
2000-07-31,0.072147381675111,0.20137306983412043,0.2047615878120549,0.2917168490821865,0.19051162401227878
2000-08-01,-0.2228579623049792,-0.364092239367963,-0.17113918212027715,-0.20476814392164372,-0.15208245697998776
2000-08-02,-0.5217863854134986,-0.5548826569474302,-0.4984614151043898,-0.5339415479034831,-0.5601631567737386
2000-08-03,-0.9857305390629655,-0.807081802345297,-0.8010051866387672,-0.9169534970311617,-0.960648450438868
2000-08-04,-1.2288780416692107,-1.2393158163334999,-1.1020870320969145,-1.3057828632911395,-1.2910680834424868
2000-08-05,-1.4050608321958413,-1.3254495318049164,-1.4204389676728364,-1.3997136633281944,-1.341612682200667
2000-08-06,-1.504213884735663,-1.657426376617419,-1.4886090912511034,-1.5391454139690794,-1.4129761584257365
2000-08-07,-1.5122214626909904,-1.5803268493798466,-1.5266970763309105,-1.4540723449166035,-1.5369813700973243
2000-08-08,-1.4485900943678756,-1.448240002815292,-1.3743403389011386,-1.3353426611250052,-1.4996764014823334
2000-08-09,-1.3737442589632523,-1.3173045060769266,-1.3137912573943447,-1.2733840202861229,-1.2567403882341335
2000-08-10,-1.1143419877256773,-1.0022142234430724,-1.1156668885945877,-1.0826458242645798,-0.9413582237210261
2000-08-11,-0.7363116413051585,-0.7050936809035446,-0.583124496227873,-0.6790584163582984,-0.7340281989035271
2000-08-12,-0.4143944896384466,-0.3858920465583423,-0.38593133324203827,-0.43995092404916636,-0.43957433419180897
2000-08-13,0.057096289671226735,0.11161711456162662,-0.042760886722290406,-0.06582538620898334,-0.020437921306647202
2000-08-14,0.31411991755753627,0.5696035096107179,0.3656537953406329,0.3405455628828875,0.42459901199833455
2000-08-15,0.5155128845441985,0.8130329584382433,0.7087280171830503,0.7661997711799207,0.749445207717705
2000-08-16,0.8718940356514485,1.0863622085659732,0.9757334316959124,1.0965443884488957,1.033579974677496
2000-08-17,1.3146994157403473,1.1291348247555177,1.3132374357139358,1.414146905940464,1.246691520025707
2000-08-18,1.4131403860051148,1.5172451583930386,1.4308266453099538,1.4107858993494335,1.5042220124214554
2000-08-19,1.474736235627326,1.5105803216691174,1.447827825368436,1.529787658490541,1.5357541044557688
2000-08-20,1.3770272870001177,1.5067239221892281,1.633750931232025,1.2921187683621687,1.41904795414297
2000-08-21,1.4083009008360707,1.3476366391111045,1.4220646577779281,1.448254675958576,1.4520074325181045
2000-08-22,1.1526076314287141,1.1630954084405216,1.202183336550792,1.2339010263757892,1.2479167899368413
2000-08-23,0.895370409383705,0.7989853733055913,0.8974550564911163,0.9101029274246087,0.9363083402441632
2000-08-24,0.6521894522589939,0.591454649580093,0.5997851484469761,0.6884037376965311,0.64014967041297
2000-08-25,0.26495564532500426,0.1602586852233244,0.18350574436896933,0.11647533328182247,0.05345180735897095
2000-08-26,-0.20851058730039781,-0.21262113394001866,-0.15777989751503468,-0.22223528008953222,-0.045659444572375474
2000-08-27,-0.47548951354659513,-0.5115294692153807,-0.6021396662452689,-0.6597192792418313,-0.6236001868179942
2000-08-28,-0.9505102921022747,-0.9885381438874283,-0.9355995042387601,-0.9147853306235743,-0.8021977636656228
2000-08-29,-1.120528031931066,-1.1981529012139767,-1.2210927326757515,-1.0734425311107945,-1.2542136624819757
2000-08-30,-1.300469188030473,-1.3285645973607154,-1.455289712065092,-1.2827786060789501,-1.2656352765291632
2000-08-31,-1.5234218985074215,-1.5143048428689836,-1.4472917881379925,-1.4930154322802447,-1.5045860313412454
2000-09-01,-1.417270077352724,-1.6395666398625675,-1.548443129752558,-1.471992934487667,-1.465752673878696
2000-09-02,-1.4985075162162682,-1.4152220786638519,-1.3195681671201709,-1.307400096862748,-1.4733986028934507
2000-09-03,-1.2798671338411203,-1.1711601189257528,-1.187911593473879,-1.2952399229888176,-1.2707591494538664
2000-09-04,-1.1463102283086004,-1.1202258193825854,-1.0859128511949776,-1.0268171098946124,-0.9915806968773317
2000-09-05,-0.684539854742094,-0.6571621034221382,-0.7328476345332474,-0.6123282383891571,-0.7794002041198835
2000-09-06,-0.320476517892875,-0.2429920544974169,-0.2668500992542958,-0.36773912519846286,-0.4404953239550319
2000-09-07,-0.11559715655520644,0.023963333951857173,0.05875269450364709,0.08927370385668727,-0.12088182976870024
2000-09-08,0.5209141467912907,0.3379299395965596,0.3208927775477523,0.3036447863743702,0.28905027345431283
2000-09-09,0.6662691372122402,0.7569198050525862,0.9182029668146304,0.7101840474876713,0.7932634491500847
2000-09-10,0.9903613409703995,0.938832056401181,1.0895235451226088,1.0411273435752757,1.0711655807881002
2000-09-11,1.3621290793456842,1.2852136401493823,1.1569292252595136,1.3024762144951179,1.2143709135995382
2000-09-12,1.449597347730052,1.4601390658559334,1.4399122556364534,1.4856531806225677,1.4589932303707212
2000-09-13,1.5669998651237482,1.649888478209017,1.510922909181528,1.5799934640427113,1.4925375890583026
2000-09-14,1.4303648850571318,1.4130553744740837,1.5494630227639234,1.4904560441627788,1.451696106249145
2000-09-15,1.439374309254235,1.3574731509032332,1.4421256232051773,1.2848838495322097,1.406491458589693
2000-09-16,1.0819682282406546,1.0796026123751252,1.116496721594846,1.244042406255032,1.3018176440693163
