datetime,nat_demand,label
06-01-2015 05:00,891.2575,0.0
06-01-2015 06:00,895.6612,0.0
06-01-2015 07:00,1006.3031,0.0
06-01-2015 08:00,1183.9851,0.0
06-01-2015 09:00,1311.9373,0.0
06-01-2015 10:00,1384.2441,0.0
06-01-2015 11:00,1401.9173,0.0
06-01-2015 12:00,1415.6382,0.0
06-01-2015 13:00,1437.47,0.0
06-01-2015 14:00,1430.0527,0.0
06-01-2015 15:00,1383.4537,0.0
06-01-2015 16:00,1325.2060000000001,0.0
06-01-2015 17:00,1166.9817,0.0
06-01-2015 18:00,1163.0865,0.0
06-01-2015 19:00,1197.1559,0.0
06-01-2015 20:00,1155.743,0.0
06-01-2015 21:00,1116.5382,0.0
06-01-2015 22:00,1086.2051,0.0
06-01-2015 23:00,1030.0292,0.0
07-01-2015 00:00,979.6728,0.0
07-01-2015 01:00,940.4568,0.0
07-01-2015 02:00,908.5931,0.0
07-01-2015 03:00,886.4675,0.0
07-01-2015 04:00,876.4283,0.0
07-01-2015 05:00,892.4143,0.0
07-01-2015 06:00,907.9188,0.0
07-01-2015 07:00,1010.5448,0.0
07-01-2015 08:00,1164.6559,0.0
07-01-2015 09:00,1293.9383,0.0
07-01-2015 10:00,1366.6676,0.0
07-01-2015 11:00,1390.9173,0.0
07-01-2015 12:00,1383.5812,0.0
07-01-2015 13:00,1407.7425,0.0
07-01-2015 14:00,1408.6819,0.0
07-01-2015 15:00,1362.4042,0.0
07-01-2015 16:00,1286.8121,0.0
07-01-2015 17:00,1179.9351,0.0
07-01-2015 18:00,1182.7732,0.0
07-01-2015 19:00,1206.2524,0.0
07-01-2015 20:00,1143.2591,0.0
07-01-2015 21:00,1138.631,0.0
07-01-2015 22:00,1095.4537,0.0
07-01-2015 23:00,1044.1697,0.0
08-01-2015 00:00,985.8912,0.0
08-01-2015 01:00,962.4068,0.0
08-01-2015 02:00,928.1036,0.0
08-01-2015 03:00,917.9997,0.0
08-01-2015 04:00,910.9537,0.0
08-01-2015 05:00,928.7239999999999,0.0
08-01-2015 06:00,931.4314,0.0
08-01-2015 07:00,1033.7357,0.0
08-01-2015 08:00,1186.5044,0.0
08-01-2015 09:00,1275.112,0.0
08-01-2015 10:00,1348.951,0.0
08-01-2015 11:00,1365.6284,0.0
08-01-2015 12:00,1343.4717,0.0
08-01-2015 13:00,1371.5959,0.0
08-01-2015 14:00,1383.9909,0.0
08-01-2015 15:00,1333.5524,0.0
08-01-2015 16:00,1255.568,0.0
08-01-2015 17:00,1142.0101,0.0
08-01-2015 18:00,1188.5847,0.0
08-01-2015 19:00,1172.1282,0.0
08-01-2015 20:00,1136.7167,0.0
08-01-2015 21:00,1111.7702,0.0
08-01-2015 22:00,1069.2922,0.0
08-01-2015 23:00,1017.9603,0.0
09-01-2015 00:00,977.2739,0.0
09-01-2015 01:00,943.6081,0.0
09-01-2015 02:00,917.064,0.0
09-01-2015 03:00,895.9092,0.0
09-01-2015 04:00,885.2719999999999,0.0
09-01-2015 05:00,884.8111,0.0
09-01-2015 06:00,866.5622,0.0
09-01-2015 07:00,883.0248,0.0
09-01-2015 08:00,953.57,0.0
09-01-2015 09:00,1006.9689,0.0
09-01-2015 10:00,1058.0176,0.0
09-01-2015 11:00,1088.0395,0.0
09-01-2015 12:00,1080.8465,0.0
09-01-2015 13:00,1073.435,0.0
09-01-2015 14:00,1075.0293,0.0
09-01-2015 15:00,1059.6223,0.0
09-01-2015 16:00,1026.1627,0.0
09-01-2015 17:00,997.3978,0.0
09-01-2015 18:00,1054.8104,0.0
09-01-2015 19:00,1105.863,0.0
09-01-2015 20:00,1085.7856,0.0
09-01-2015 21:00,1061.3146,0.0
09-01-2015 22:00,1033.8639,0.0
09-01-2015 23:00,989.8507,0.0
10-01-2015 00:00,949.5031,0.0
10-01-2015 01:00,906.9580000000001,0.0
10-01-2015 02:00,863.5135,0.0
10-01-2015 03:00,848.4447,0.0
10-01-2015 04:00,839.8821,0.0
10-01-2015 05:00,847.1073,0.0
10-01-2015 06:00,848.4718,0.0
10-01-2015 07:00,897.8229,0.0
10-01-2015 08:00,1021.672,0.0
10-01-2015 09:00,1108.9439,0.0
10-01-2015 10:00,1165.4756,0.0
10-01-2015 11:00,1179.063,0.0
10-01-2015 12:00,1173.0899,0.0
10-01-2015 13:00,1161.4116,0.0
10-01-2015 14:00,1133.3133,0.0
10-01-2015 15:00,1100.6097,0.0
10-01-2015 16:00,1082.6875,0.0
10-01-2015 17:00,1051.4135,0.0
10-01-2015 18:00,1088.8689,0.0
10-01-2015 19:00,1144.2722,0.0
10-01-2015 20:00,1102.2466,0.0
10-01-2015 21:00,1064.151,0.0
10-01-2015 22:00,1030.4566,0.0
10-01-2015 23:00,979.5945,0.0
11-01-2015 00:00,956.5766,0.0
11-01-2015 01:00,924.2795,0.0
11-01-2015 02:00,887.4576,0.0
11-01-2015 03:00,858.9606,0.0
11-01-2015 04:00,847.4881,0.0
11-01-2015 05:00,842.7522,0.0
11-01-2015 06:00,807.4211,0.0
11-01-2015 07:00,813.1819,0.0
11-01-2015 08:00,873.801,0.0
11-01-2015 09:00,935.3192,0.0
11-01-2015 10:00,1009.0054,0.0
11-01-2015 11:00,1070.3791,0.0
11-01-2015 12:00,1070.603,0.0
11-01-2015 13:00,1073.1479,0.0
11-01-2015 14:00,1064.0288,0.0
11-01-2015 15:00,1060.6283,0.0
11-01-2015 16:00,1030.8882,0.0
11-01-2015 17:00,1015.4938,0.0
11-01-2015 18:00,1073.743,0.0
11-01-2015 19:00,1113.4443,0.0
11-01-2015 20:00,1122.2487,0.0
11-01-2015 21:00,1095.6601,0.0
11-01-2015 22:00,1046.8138,0.0
11-01-2015 23:00,1010.9126,0.0
12-01-2015 00:00,968.9371,0.0
12-01-2015 01:00,941.5469,0.0
12-01-2015 02:00,898.3399,0.0
12-01-2015 03:00,881.8438,0.0
12-01-2015 04:00,870.5737,0.0
12-01-2015 05:00,876.8468,0.0
12-01-2015 06:00,903.8017,0.0
12-01-2015 07:00,1018.3418,0.0
12-01-2015 08:00,1228.567,0.0
12-01-2015 09:00,1317.0702,0.0
12-01-2015 10:00,1413.0273,0.0
12-01-2015 11:00,1452.004,0.0
12-01-2015 12:00,1439.2499,0.0
12-01-2015 13:00,1468.9201,0.0
12-01-2015 14:00,1466.2352,0.0
12-01-2015 15:00,1420.9684,0.0
12-01-2015 16:00,1352.0557,0.0
12-01-2015 17:00,1218.532,0.0
12-01-2015 18:00,1214.6585,0.0
12-01-2015 19:00,1247.0384,0.0
12-01-2015 20:00,1196.3554,0.0
12-01-2015 21:00,1179.6993,0.0
12-01-2015 22:00,1113.0861,0.0
12-01-2015 23:00,1069.6154,0.0
13-01-2015 00:00,1008.6023,0.0
13-01-2015 01:00,963.507,0.0
13-01-2015 02:00,932.9905,0.0
13-01-2015 03:00,914.5482,0.0
13-01-2015 04:00,890.0387,0.0
13-01-2015 05:00,898.9312,0.0
13-01-2015 06:00,938.52,0.0
13-01-2015 07:00,1032.0544,0.0
13-01-2015 08:00,1231.2967,0.0
13-01-2015 09:00,1342.1865,0.0
13-01-2015 10:00,1400.6246,0.0
13-01-2015 11:00,1418.5336,0.0
13-01-2015 12:00,1399.3289,0.0
13-01-2015 13:00,1431.8609,0.0
13-01-2015 14:00,1434.055,0.0
13-01-2015 15:00,1410.4219,0.0
13-01-2015 16:00,1343.8872,0.0
13-01-2015 17:00,1226.8784,0.0
13-01-2015 18:00,1230.8641,0.0
13-01-2015 19:00,1245.7079,0.0
13-01-2015 20:00,1208.0527,0.0
13-01-2015 21:00,1174.6285,0.0
13-01-2015 22:00,1114.6625,0.0
13-01-2015 23:00,1064.1879,0.0
14-01-2015 00:00,1002.2639999999999,0.0
14-01-2015 01:00,978.6654,0.0
14-01-2015 02:00,961.1263,0.0
14-01-2015 03:00,949.9135,0.0
14-01-2015 04:00,941.1751,0.0
14-01-2015 05:00,947.0861,0.0
14-01-2015 06:00,978.1018,0.0
14-01-2015 07:00,1057.7492,0.0
14-01-2015 08:00,1241.2153,0.0
14-01-2015 09:00,1344.3622,0.0
14-01-2015 10:00,1398.4079,0.0
14-01-2015 11:00,1430.8634,0.0
14-01-2015 12:00,1425.2537,0.0
14-01-2015 13:00,1452.8792,0.0
14-01-2015 14:00,1453.3303,0.0
14-01-2015 15:00,1407.6635,0.0
14-01-2015 16:00,1344.7520000000002,0.0
14-01-2015 17:00,1246.3577,0.0
14-01-2015 18:00,1241.1589999999999,0.0
14-01-2015 19:00,1266.2798,0.0
14-01-2015 20:00,1239.0832,0.0
14-01-2015 21:00,1198.7594,0.0
14-01-2015 22:00,1147.5305,0.0
14-01-2015 23:00,1077.9967,0.0
15-01-2015 00:00,1009.414,0.0
15-01-2015 01:00,944.5274,0.0
15-01-2015 02:00,923.3099,0.0
15-01-2015 03:00,912.9435,0.0
15-01-2015 04:00,908.5382,0.0
15-01-2015 05:00,916.3589999999999,0.0
15-01-2015 06:00,949.9374,0.0
15-01-2015 07:00,1049.5205,0.0
15-01-2015 08:00,1215.5374,0.0
15-01-2015 09:00,1308.8693,0.0
15-01-2015 10:00,1383.5532,0.0
15-01-2015 11:00,1425.1319,0.0
15-01-2015 12:00,1408.9089999999999,0.0
15-01-2015 13:00,1434.3734,0.0
15-01-2015 14:00,1439.2714,0.0
15-01-2015 15:00,1411.9155,0.0
15-01-2015 16:00,1320.2123,0.0
15-01-2015 17:00,1215.5868,0.0
15-01-2015 18:00,1221.7823,0.0
15-01-2015 19:00,1243.9258,0.0
15-01-2015 20:00,1210.1078,0.0
15-01-2015 21:00,1166.7953,0.0
15-01-2015 22:00,1118.9697,0.0
15-01-2015 23:00,1078.6774,0.0
16-01-2015 00:00,1025.3113,0.0
16-01-2015 01:00,981.1144,0.0
16-01-2015 02:00,959.4843,0.0
16-01-2015 03:00,940.8151,0.0
16-01-2015 04:00,922.6210000000001,0.0
16-01-2015 05:00,941.2428,0.0
16-01-2015 06:00,949.9041,0.0
16-01-2015 07:00,1053.5691,0.0
16-01-2015 08:00,1214.1629,0.0
16-01-2015 09:00,1310.7047,0.0
16-01-2015 10:00,1392.4875,0.0
16-01-2015 11:00,1419.3144,0.0
16-01-2015 12:00,1407.0465,0.0
16-01-2015 13:00,1439.7809,0.0
16-01-2015 14:00,1442.2483,0.0
16-01-2015 15:00,1400.3094,0.0
16-01-2015 16:00,1323.8939,0.0
16-01-2015 17:00,1213.3788,0.0
16-01-2015 18:00,1237.9159,0.0
16-01-2015 19:00,1259.9918,0.0
16-01-2015 20:00,1222.3446,0.0
16-01-2015 21:00,1187.8758,0.0
16-01-2015 22:00,1179.2041,0.0
16-01-2015 23:00,1053.5185,0.0
17-01-2015 00:00,1000.2899,0.0
17-01-2015 01:00,962.2865,0.0
17-01-2015 02:00,933.3221,0.0
17-01-2015 03:00,903.9817,0.0
17-01-2015 04:00,900.9995,0.0
17-01-2015 05:00,904.3481,0.0
17-01-2015 06:00,912.508,0.0
17-01-2015 07:00,927.5976,0.0
17-01-2015 08:00,1075.3486,0.0
17-01-2015 09:00,1116.6425,0.0
17-01-2015 10:00,1121.9048,0.0
17-01-2015 11:00,1149.28,0.0
17-01-2015 12:00,1124.3282,0.0
17-01-2015 13:00,1100.5307,0.0
17-01-2015 14:00,1081.4347,0.0
17-01-2015 15:00,1065.0331,0.0
17-01-2015 16:00,1056.8685,0.0
17-01-2015 17:00,1053.7863,0.0
17-01-2015 18:00,1046.2939999999999,0.0
17-01-2015 19:00,1063.8643,0.0
17-01-2015 20:00,1054.0308,0.0
17-01-2015 21:00,1026.6331,0.0
17-01-2015 22:00,982.6391,0.0
17-01-2015 23:00,928.4173,0.0
18-01-2015 00:00,891.4272,0.0
18-01-2015 01:00,873.3819,0.0
18-01-2015 02:00,844.9238,0.0
18-01-2015 03:00,831.5366,0.0
18-01-2015 04:00,824.3757,0.0
18-01-2015 05:00,815.4005,0.0
18-01-2015 06:00,785.2751,0.0
18-01-2015 07:00,784.115,0.0
18-01-2015 08:00,850.1076,0.0
18-01-2015 09:00,900.5203,0.0
18-01-2015 10:00,947.4644,0.0
18-01-2015 11:00,994.9207,0.0
18-01-2015 12:00,997.6492,0.0
18-01-2015 13:00,1022.2995,0.0
18-01-2015 14:00,1005.4982,0.0
18-01-2015 15:00,976.7352,0.0
18-01-2015 16:00,950.3055,0.0
18-01-2015 17:00,924.8994,0.0
18-01-2015 18:00,956.6288,0.0
18-01-2015 19:00,989.6201,0.0
18-01-2015 20:00,937.0267,0.0
18-01-2015 21:00,923.1207,0.0
18-01-2015 22:00,866.1484,0.0
18-01-2015 23:00,854.4974,0.0
19-01-2015 00:00,921.9623,0.0
19-01-2015 01:00,898.0128,0.0
19-01-2015 02:00,866.318,0.0
19-01-2015 03:00,850.4627,0.0
19-01-2015 04:00,840.0504,0.0
19-01-2015 05:00,852.0383,0.0
19-01-2015 06:00,907.98,0.0
19-01-2015 07:00,977.8589,0.0
19-01-2015 08:00,1163.8845,0.0
19-01-2015 09:00,1252.612,0.0
19-01-2015 10:00,1330.4315,0.0
19-01-2015 11:00,1362.5769,0.0
19-01-2015 12:00,1358.9632,0.0
19-01-2015 13:00,1383.8766,0.0
19-01-2015 14:00,1372.4912,0.0
19-01-2015 15:00,1323.3944,0.0
19-01-2015 16:00,1273.2729,0.0
19-01-2015 17:00,1185.6596,0.0
19-01-2015 18:00,1160.0813,0.0
19-01-2015 19:00,1198.0354,0.0
19-01-2015 20:00,1165.8139,0.0
19-01-2015 21:00,1113.3515,0.0
19-01-2015 22:00,1070.1869,0.0
19-01-2015 23:00,1007.8284,0.0
20-01-2015 00:00,899.6775,0.0
20-01-2015 01:00,848.3934,0.0
20-01-2015 02:00,811.2,0.0
20-01-2015 03:00,791.85,0.0
20-01-2015 04:00,792.28,0.0
20-01-2015 05:00,819.3325,0.0
20-01-2015 06:00,874.8625,0.0
20-01-2015 07:00,1009.9003,0.0
20-01-2015 08:00,1186.3006,0.0
20-01-2015 09:00,1286.7323,0.0
20-01-2015 10:00,1266.3286,0.0
20-01-2015 11:00,1315.2625,0.0
20-01-2015 12:00,1296.385,0.0
20-01-2015 13:00,1290.2025,0.0
20-01-2015 14:00,1301.9175,0.0
20-01-2015 15:00,1261.6325,0.0
20-01-2015 16:00,1216.878,0.0
20-01-2015 17:00,1137.6155,0.0
20-01-2015 18:00,1172.4914,0.0
20-01-2015 19:00,1200.8953,0.0
20-01-2015 20:00,1153.6929,0.0
20-01-2015 21:00,1143.1843,0.0
20-01-2015 22:00,1091.777,0.0
20-01-2015 23:00,989.8299,0.0
21-01-2015 00:00,877.3555,0.0
21-01-2015 01:00,837.056,0.0
21-01-2015 02:00,833.2957,0.0
21-01-2015 03:00,828.9174,0.0
21-01-2015 04:00,836.9134,0.0
21-01-2015 05:00,866.4172,0.0
21-01-2015 06:00,915.3287,0.0
21-01-2015 07:00,1081.1712,0.0
21-01-2015 08:00,1219.7413,0.0
21-01-2015 09:00,1298.2006,0.0
21-01-2015 10:00,1340.414,0.0
21-01-2015 11:00,1408.8723,0.0
21-01-2015 12:00,1403.6007,0.0
21-01-2015 13:00,1405.3013,0.0
21-01-2015 14:00,1418.1509,0.0
21-01-2015 15:00,1367.2117,0.0
21-01-2015 16:00,1290.6977,0.0
21-01-2015 17:00,1185.4699,0.0
21-01-2015 18:00,1184.8578,0.0
21-01-2015 19:00,1158.3512,0.0
21-01-2015 20:00,1098.4266,0.0
21-01-2015 21:00,1078.1409,0.0
21-01-2015 22:00,1057.9431,0.0
21-01-2015 23:00,974.7509,0.0
22-01-2015 00:00,939.3309,0.0
22-01-2015 01:00,904.7631,0.0
22-01-2015 02:00,881.7767,0.0
22-01-2015 03:00,877.1007,0.0
22-01-2015 04:00,871.1848,0.0
22-01-2015 05:00,879.6776,0.0
22-01-2015 06:00,919.5851,0.0
22-01-2015 07:00,984.2011,0.0
22-01-2015 08:00,1160.4472,0.0
22-01-2015 09:00,1241.2973,0.0
22-01-2015 10:00,1302.6967,0.0
22-01-2015 11:00,1344.4423,0.0
22-01-2015 12:00,1354.6265,0.0
22-01-2015 13:00,1356.5113,0.0
22-01-2015 14:00,1335.7186,0.0
22-01-2015 15:00,1317.0133,0.0
22-01-2015 16:00,1245.011,0.0
22-01-2015 17:00,1147.0795,0.0
22-01-2015 18:00,1148.5322,0.0
22-01-2015 19:00,1154.9531,0.0
22-01-2015 20:00,1110.2835,0.0
22-01-2015 21:00,1063.113,0.0
22-01-2015 22:00,1004.2372,0.0
22-01-2015 23:00,963.5939999999999,0.0
23-01-2015 00:00,926.9042,0.0
23-01-2015 01:00,881.8726,0.0
23-01-2015 02:00,850.4584,0.0
23-01-2015 03:00,830.8606,0.0
23-01-2015 04:00,839.7299,0.0
23-01-2015 05:00,854.2011,0.0
23-01-2015 06:00,884.8278,0.0
23-01-2015 07:00,972.6153,0.0
23-01-2015 08:00,1160.6851,0.0
23-01-2015 09:00,1247.7242,0.0
23-01-2015 10:00,1314.013,0.0
23-01-2015 11:00,1334.6282,0.0
23-01-2015 12:00,1325.1781,0.0
23-01-2015 13:00,1340.8775,0.0
23-01-2015 14:00,1345.1346,0.0
23-01-2015 15:00,1324.2326,0.0
23-01-2015 16:00,1227.125,0.0
23-01-2015 17:00,1178.8622,0.0
23-01-2015 18:00,1188.9888,0.0
23-01-2015 19:00,1190.077,0.0
23-01-2015 20:00,1159.4148,0.0
23-01-2015 21:00,1108.5598,0.0
23-01-2015 22:00,1061.7806,0.0
23-01-2015 23:00,1011.2574,0.0
24-01-2015 00:00,965.3791,0.0
24-01-2015 01:00,912.4299,0.0
24-01-2015 02:00,892.1252,0.0
24-01-2015 03:00,874.1221,0.0
24-01-2015 04:00,874.9999,0.0
24-01-2015 05:00,871.6212,0.0
24-01-2015 06:00,867.8996,0.0
24-01-2015 07:00,923.6196,0.0
24-01-2015 08:00,1082.7859,0.0
24-01-2015 09:00,1159.2212,0.0
24-01-2015 10:00,1212.2782,0.0
24-01-2015 11:00,1228.2729,0.0
24-01-2015 12:00,1191.638,0.0
24-01-2015 13:00,1149.9406,0.0
24-01-2015 14:00,1140.3825,0.0
24-01-2015 15:00,1161.3952,0.0
24-01-2015 16:00,967.8953,0.0
24-01-2015 17:00,509.8358,0.0
24-01-2015 18:00,988.413,0.0
24-01-2015 19:00,1081.3669,0.0
24-01-2015 20:00,1036.9602,0.0
24-01-2015 21:00,1012.2303,0.0
24-01-2015 22:00,993.7545,0.0
24-01-2015 23:00,924.3685,0.0
25-01-2015 00:00,903.1085,0.0
25-01-2015 01:00,880.2321,0.0
25-01-2015 02:00,833.7569,0.0
25-01-2015 03:00,797.1602,0.0
25-01-2015 04:00,794.6554,0.0
25-01-2015 05:00,795.035,0.0
25-01-2015 06:00,786.3227,0.0
25-01-2015 07:00,794.2571,0.0
25-01-2015 08:00,832.4831,0.0
25-01-2015 09:00,894.8591,0.0
25-01-2015 10:00,957.3312,0.0
25-01-2015 11:00,977.4178,0.0
25-01-2015 12:00,986.8686,0.0
25-01-2015 13:00,1016.8710000000001,0.0
25-01-2015 14:00,1013.7429,0.0
25-01-2015 15:00,1003.3514,0.0
25-01-2015 16:00,972.1373,0.0
25-01-2015 17:00,973.5054,0.0
25-01-2015 18:00,1014.4287,0.0
25-01-2015 19:00,1056.7406,0.0
25-01-2015 20:00,1059.693,0.0
25-01-2015 21:00,1048.7289,0.0
25-01-2015 22:00,1014.8273,0.0
25-01-2015 23:00,988.7315,0.0
26-01-2015 00:00,933.0819,0.0
26-01-2015 01:00,908.0185,0.0
26-01-2015 02:00,878.4758,0.0
26-01-2015 03:00,863.0414,0.0
26-01-2015 04:00,849.6114,0.0
26-01-2015 05:00,860.4131,0.0
26-01-2015 06:00,892.6934,0.0
26-01-2015 07:00,1002.2464,0.0
26-01-2015 08:00,1174.0484,0.0
26-01-2015 09:00,1292.7993,0.0
26-01-2015 10:00,1328.3086,0.0
26-01-2015 11:00,1362.5083,0.0
26-01-2015 12:00,1367.5436,0.0
26-01-2015 13:00,1386.9264,0.0
26-01-2015 14:00,1382.8276,0.0
26-01-2015 15:00,1339.9463,0.0
26-01-2015 16:00,1295.3971,0.0
26-01-2015 17:00,1179.2538,0.0
26-01-2015 18:00,1161.5804,0.0
26-01-2015 19:00,1189.0629,0.0
26-01-2015 20:00,1148.3588,0.0
26-01-2015 21:00,1107.1598,0.0
26-01-2015 22:00,1062.1176,0.0
26-01-2015 23:00,966.7092,0.0
27-01-2015 00:00,920.5191,0.0
27-01-2015 01:00,897.5169,0.0
27-01-2015 02:00,869.4597,0.0
27-01-2015 03:00,852.9057,0.0
27-01-2015 04:00,841.4068,0.0
27-01-2015 05:00,847.5249,0.0
27-01-2015 06:00,874.9339,0.0
27-01-2015 07:00,988.2331,0.0
27-01-2015 08:00,1142.0282,0.0
27-01-2015 09:00,1238.2936,0.0
27-01-2015 10:00,1319.7171,0.0
27-01-2015 11:00,1356.4170000000001,0.0
27-01-2015 12:00,1353.565,0.0
27-01-2015 13:00,1391.9574,0.0
27-01-2015 14:00,1387.9913,0.0
27-01-2015 15:00,1371.6104,0.0
27-01-2015 16:00,1281.3009,0.0
27-01-2015 17:00,1188.3410000000001,0.0
27-01-2015 18:00,1168.976,0.0
27-01-2015 19:00,1190.9586,0.0
27-01-2015 20:00,1109.2502,0.0
27-01-2015 21:00,1055.7183,0.0
27-01-2015 22:00,1012.2471,0.0
27-01-2015 23:00,984.2875,0.0
28-01-2015 00:00,939.2713,0.0
28-01-2015 01:00,908.0233,0.0
28-01-2015 02:00,881.3874,0.0
28-01-2015 03:00,859.2304,0.0
28-01-2015 04:00,855.3954,0.0
28-01-2015 05:00,880.8465,0.0
28-01-2015 06:00,902.1217,0.0
28-01-2015 07:00,1010.7869,0.0
28-01-2015 08:00,1171.3449,0.0
28-01-2015 09:00,1273.8755,0.0
28-01-2015 10:00,1318.7042,0.0
28-01-2015 11:00,1376.2185,0.0
28-01-2015 12:00,1366.3815,0.0
28-01-2015 13:00,1394.8065,0.0
28-01-2015 14:00,1403.4086,0.0
28-01-2015 15:00,1385.8322,0.0
28-01-2015 16:00,1282.9086,0.0
28-01-2015 17:00,1195.002,0.0
28-01-2015 18:00,1205.2188,0.0
28-01-2015 19:00,1234.1438,0.0
28-01-2015 20:00,1183.3705,0.0
28-01-2015 21:00,1146.4516,0.0
28-01-2015 22:00,1113.2509,0.0
28-01-2015 23:00,1049.0575,0.0
29-01-2015 00:00,986.4748,0.0
29-01-2015 01:00,915.2498,0.0
29-01-2015 02:00,883.0711,0.0
29-01-2015 03:00,866.1283,0.0
29-01-2015 04:00,849.2855,0.0
29-01-2015 05:00,856.0369,0.0
29-01-2015 06:00,882.3075,0.0
29-01-2015 07:00,997.5025,0.0
29-01-2015 08:00,1194.5586,0.0
29-01-2015 09:00,1275.4061,0.0
29-01-2015 10:00,1343.8168,0.0
29-01-2015 11:00,1382.215,0.0
29-01-2015 12:00,1373.2363,0.0
29-01-2015 13:00,1398.3803,0.0
29-01-2015 14:00,1412.5642,0.0
29-01-2015 15:00,1385.3714,0.0
29-01-2015 16:00,1297.2111,0.0
29-01-2015 17:00,1175.0402,0.0
29-01-2015 18:00,1178.248,0.0
29-01-2015 19:00,1219.1213,0.0
29-01-2015 20:00,1170.5305,0.0
29-01-2015 21:00,1129.5379,0.0
29-01-2015 22:00,1065.9869,0.0
29-01-2015 23:00,1006.1439,0.0
30-01-2015 00:00,966.2871,0.0
30-01-2015 01:00,940.3536,0.0
30-01-2015 02:00,889.2456,0.0
30-01-2015 03:00,882.6405,0.0
30-01-2015 04:00,877.7255,0.0
30-01-2015 05:00,887.4699,0.0
30-01-2015 06:00,934.2376,0.0
30-01-2015 07:00,1003.2037,0.0
30-01-2015 08:00,1174.2938,0.0
30-01-2015 09:00,1271.4049,0.0
30-01-2015 10:00,1339.264,0.0
30-01-2015 11:00,1371.5795,0.0
30-01-2015 12:00,1367.9868,0.0
30-01-2015 13:00,1377.6531,0.0
30-01-2015 14:00,1381.8145,0.0
30-01-2015 15:00,1364.8421,0.0
30-01-2015 16:00,1293.4452,0.0
30-01-2015 17:00,1166.6867,0.0
30-01-2015 18:00,1185.8726,0.0
30-01-2015 19:00,1211.1379,0.0
30-01-2015 20:00,1183.2522,0.0
30-01-2015 21:00,1137.7697,0.0
30-01-2015 22:00,1089.6009,0.0
30-01-2015 23:00,1043.422,0.0
31-01-2015 00:00,982.4403,0.0
31-01-2015 01:00,954.2018,0.0
31-01-2015 02:00,913.8660000000001,0.0
31-01-2015 03:00,903.3637,0.0
31-01-2015 04:00,889.0806,0.0
31-01-2015 05:00,910.1472,0.0
